post_id,post_datetime,platform,content_type,category,impressions,reach,likes,comments,shares,saves,link_clicks,date,year,month,month_name,week,day_of_week,hour,quarter,time_slot,total_engagement,engagement_rate,reach_rate,ctr,performance_tier
POST_0943,2023-02-13 04:27:00,Instagram,Carousel,Behind the Scenes,28646,23793,1980,126,127,58,936,2023-02-13,2023,2,Feb,7,Monday,4,1,Night (22-5),2291,9.63,83.06,3.27,Average
POST_0944,2023-05-08 01:12:00,Instagram,Reel,Promotion/Sale,20591,15893,3515,467,137,161,289,2023-05-08,2023,5,May,19,Monday,1,2,Night (22-5),4280,26.93,77.18,1.4,High Performer
POST_0945,2023-03-02 22:44:00,Instagram,Reel,Tutorial,18416,16421,4315,385,238,103,651,2023-03-02,2023,3,Mar,9,Thursday,22,1,Night (22-5),5041,30.7,89.17,3.53,High Performer
POST_0946,2023-10-13 02:58:00,Instagram,Reel,Festive/Seasonal,13641,11100,2678,464,126,139,271,2023-10-13,2023,10,Oct,41,Friday,2,4,Night (22-5),3407,30.69,81.37,1.99,High Performer
POST_0947,2023-08-02 21:08:00,Instagram,Story,Product Launch,13225,9305,829,61,58,27,333,2023-08-02,2023,8,Aug,31,Wednesday,21,3,Evening (17-21),975,10.48,70.36,2.52,Average
POST_0948,2023-11-07 16:56:00,Instagram,Reel,Behind the Scenes,55981,43644,9522,765,318,343,1293,2023-11-07,2023,11,Nov,45,Tuesday,16,4,Afternoon (12-16),10948,25.08,77.96,2.31,High Performer
POST_0949,2023-11-02 19:41:00,Facebook,Story,User Generated Content,15035,12380,881,102,42,0,292,2023-11-02,2023,11,Nov,44,Thursday,19,4,Evening (17-21),1025,8.28,82.34,1.94,Needs Improvement
POST_0950,2023-11-13 07:19:00,Twitter,Image,Promotion/Sale,10528,8703,1203,111,39,0,216,2023-11-13,2023,11,Nov,46,Monday,7,4,Morning (6-11),1353,15.55,82.67,2.05,Average
POST_0951,2023-04-26 20:10:00,Facebook,Carousel,Promotion/Sale,29716,26632,5544,419,506,0,829,2023-04-26,2023,4,Apr,17,Wednesday,20,2,Evening (17-21),6469,24.29,89.62,2.79,High Performer
POST_0952,2023-09-25 07:55:00,Instagram,Reel,User Generated Content,78741,61823,21359,2401,1198,1059,1692,2023-09-25,2023,9,Sep,39,Monday,7,3,Morning (6-11),26017,42.08,78.51,2.15,High Performer
POST_0953,2023-07-14 13:59:00,Instagram,Image,Promotion/Sale,14379,11518,686,41,45,30,318,2023-07-14,2023,7,Jul,28,Friday,13,3,Afternoon (12-16),802,6.96,80.1,2.21,Needs Improvement
POST_0954,2023-08-19 07:56:00,Facebook,Image,Festive/Seasonal,13170,9979,646,115,44,0,305,2023-08-19,2023,8,Aug,33,Saturday,7,3,Morning (6-11),805,8.07,75.77,2.32,Needs Improvement
POST_0955,2023-08-15 03:17:00,Instagram,Reel,Festive/Seasonal,48228,34799,8229,1106,261,564,908,2023-08-15,2023,8,Aug,33,Tuesday,3,3,Night (22-5),10160,29.2,72.16,1.88,High Performer
POST_0956,2023-06-02 19:05:00,Facebook,Reel,Promotion/Sale,37245,24782,4203,699,327,0,433,2023-06-02,2023,6,Jun,22,Friday,19,2,Evening (17-21),5229,21.1,66.54,1.16,Average
POST_0957,2023-10-29 07:41:00,Instagram,Image,Promotion/Sale,34079,25597,2122,165,163,166,390,2023-10-29,2023,10,Oct,43,Sunday,7,4,Morning (6-11),2616,10.22,75.11,1.14,Average
POST_0958,2023-08-08 01:23:00,Instagram,Text,Promotion/Sale,6765,5114,232,19,20,11,134,2023-08-08,2023,8,Aug,32,Tuesday,1,3,Night (22-5),282,5.51,75.59,1.98,Needs Improvement
POST_0959,2023-06-06 21:16:00,Facebook,Video,Tutorial,19304,15993,2494,348,142,0,359,2023-06-06,2023,6,Jun,23,Tuesday,21,2,Evening (17-21),2984,18.66,82.85,1.86,Average
POST_0961,2023-11-14 07:23:00,Facebook,Reel,Product Launch,31708,22277,2982,496,133,0,374,2023-11-14,2023,11,Nov,46,Tuesday,7,4,Morning (6-11),3611,16.21,70.26,1.18,Average
POST_0962,2023-01-31 03:42:00,Instagram,Carousel,Product Launch,9359,6381,1046,62,41,61,128,2023-01-31,2023,1,Jan,5,Tuesday,3,1,Night (22-5),1210,18.96,68.18,1.37,Average
POST_0963,2023-11-09 08:57:00,Facebook,Reel,Product Launch,41731,33915,5350,640,324,0,611,2023-11-09,2023,11,Nov,45,Thursday,8,4,Morning (6-11),6314,18.62,81.27,1.46,Average
POST_0965,2023-04-17 17:10:00,Facebook,Reel,Promotion/Sale,19246,14281,3193,318,282,0,421,2023-04-17,2023,4,Apr,16,Monday,17,2,Evening (17-21),3793,26.56,74.2,2.19,High Performer
POST_0966,2023-11-17 04:03:00,Facebook,Text,Product Launch,4662,3419,216,11,19,0,86,2023-11-17,2023,11,Nov,46,Friday,4,4,Night (22-5),246,7.2,73.34,1.84,Needs Improvement
POST_0967,2023-04-19 22:25:00,Facebook,Image,Tutorial,10443,6821,898,97,48,0,96,2023-04-19,2023,4,Apr,16,Wednesday,22,2,Night (22-5),1043,15.29,65.32,0.92,Average
POST_0968,2023-05-16 23:40:00,Facebook,Carousel,Festive/Seasonal,6079,4705,612,84,36,0,182,2023-05-16,2023,5,May,20,Tuesday,23,2,Night (22-5),732,15.56,77.4,2.99,Average
POST_0969,2023-12-05 05:19:00,Instagram,Carousel,User Generated Content,13193,9885,1191,147,107,29,120,2023-12-05,2023,12,Dec,49,Tuesday,5,4,Night (22-5),1474,14.91,74.93,0.91,Average
POST_0970,2023-02-11 16:46:00,Instagram,Video,Festive/Seasonal,47408,33337,8727,1052,770,240,463,2023-02-11,2023,2,Feb,6,Saturday,16,1,Afternoon (12-16),10789,32.36,70.32,0.98,High Performer
POST_0971,2023-03-22 21:44:00,Instagram,Video,Behind the Scenes,71525,52337,12974,2218,1149,1034,558,2023-03-22,2023,3,Mar,12,Wednesday,21,1,Evening (17-21),17375,33.2,73.17,0.78,High Performer
POST_0972,2023-05-03 12:48:00,Facebook,Image,Behind the Scenes,8228,6601,836,72,39,0,221,2023-05-03,2023,5,May,18,Wednesday,12,2,Afternoon (12-16),947,14.35,80.23,2.69,Average
POST_0973,2023-03-30 16:14:00,Facebook,Story,Promotion/Sale,6450,5096,450,43,32,0,140,2023-03-30,2023,3,Mar,13,Thursday,16,1,Afternoon (12-16),525,10.3,79.01,2.17,Average
POST_0974,2023-10-10 19:27:00,Twitter,Carousel,Product Launch,15289,12385,1354,82,51,0,207,2023-10-10,2023,10,Oct,41,Tuesday,19,4,Evening (17-21),1487,12.01,81.01,1.35,Average
POST_0975,2023-02-08 08:41:00,Instagram,Story,Product Launch,35141,29773,1824,187,104,57,352,2023-02-08,2023,2,Feb,6,Wednesday,8,1,Morning (6-11),2172,7.3,84.72,1.0,Needs Improvement
POST_0976,2023-03-22 08:05:00,Facebook,Story,Promotion/Sale,16771,15048,722,40,61,0,264,2023-03-22,2023,3,Mar,12,Wednesday,8,1,Morning (6-11),823,5.47,89.73,1.57,Needs Improvement
POST_0977,2023-01-02 02:45:00,Instagram,Image,Promotion/Sale,22461,16895,1884,208,139,88,264,2023-01-02,2023,1,Jan,1,Monday,2,1,Night (22-5),2319,13.73,75.22,1.18,Average
POST_0978,2023-07-29 19:06:00,Twitter,Video,Behind the Scenes,29804,23311,6843,996,523,0,312,2023-07-29,2023,7,Jul,30,Saturday,19,3,Evening (17-21),8362,35.87,78.21,1.05,High Performer
POST_0979,2023-08-19 16:00:00,Twitter,Carousel,Behind the Scenes,10444,9190,734,115,23,0,193,2023-08-19,2023,8,Aug,33,Saturday,16,3,Afternoon (12-16),872,9.49,87.99,1.85,Average
POST_0980,2023-12-19 07:13:00,Instagram,Image,Festive/Seasonal,43271,29728,3556,181,148,195,934,2023-12-19,2023,12,Dec,51,Tuesday,7,4,Morning (6-11),4080,13.72,68.7,2.16,Average
POST_0981,2023-11-01 19:30:00,Instagram,Carousel,Tutorial,57334,42919,3098,203,208,187,966,2023-11-01,2023,11,Nov,44,Wednesday,19,4,Evening (17-21),3696,8.61,74.86,1.68,Needs Improvement
POST_0982,2023-08-29 20:04:00,Facebook,Story,Promotion/Sale,21183,16532,683,51,60,0,524,2023-08-29,2023,8,Aug,35,Tuesday,20,3,Evening (17-21),794,4.8,78.04,2.47,Needs Improvement
POST_0983,2023-05-30 01:08:00,Facebook,Reel,Product Launch,17097,13593,4885,447,375,0,212,2023-05-30,2023,5,May,22,Tuesday,1,2,Night (22-5),5707,41.98,79.51,1.24,High Performer
POST_0984,2023-01-17 21:37:00,Instagram,Reel,Product Launch,70035,51413,9360,849,397,693,1126,2023-01-17,2023,1,Jan,3,Tuesday,21,1,Evening (17-21),11299,21.98,73.41,1.61,Average
POST_0985,2023-04-29 10:14:00,Facebook,Image,Tutorial,6476,5414,764,81,68,0,146,2023-04-29,2023,4,Apr,17,Saturday,10,2,Morning (6-11),913,16.86,83.6,2.25,Average
POST_0986,2023-05-28 20:33:00,Facebook,Video,Tutorial,18909,15555,3531,475,325,0,361,2023-05-28,2023,5,May,21,Sunday,20,2,Evening (17-21),4331,27.84,82.26,1.91,High Performer
POST_0987,2023-12-28 21:43:00,Instagram,Video,Behind the Scenes,73067,58512,10820,1924,830,244,1158,2023-12-28,2023,12,Dec,52,Thursday,21,4,Evening (17-21),13818,23.62,80.08,1.58,Average
POST_0988,2023-05-25 01:28:00,Facebook,Reel,Product Launch,29156,19362,2596,281,138,0,448,2023-05-25,2023,5,May,21,Thursday,1,2,Night (22-5),3015,15.57,66.41,1.54,Average
POST_0989,2023-12-26 20:00:00,Instagram,Image,User Generated Content,31732,24707,1660,151,118,40,356,2023-12-26,2023,12,Dec,52,Tuesday,20,4,Evening (17-21),1969,7.97,77.86,1.12,Needs Improvement
POST_0990,2023-08-21 19:00:00,Instagram,Text,User Generated Content,6621,5648,339,50,27,20,137,2023-08-21,2023,8,Aug,34,Monday,19,3,Evening (17-21),436,7.72,85.3,2.07,Needs Improvement
POST_0991,2023-02-06 06:44:00,Twitter,Reel,Tutorial,13412,11326,2900,279,143,0,331,2023-02-06,2023,2,Feb,6,Monday,6,1,Morning (6-11),3322,29.33,84.45,2.47,High Performer
POST_0992,2023-12-18 19:21:00,Instagram,Image,Festive/Seasonal,38050,33017,2669,400,184,194,852,2023-12-18,2023,12,Dec,51,Monday,19,4,Evening (17-21),3447,10.44,86.77,2.24,Average
POST_0993,2023-04-30 20:52:00,Twitter,Story,Product Launch,16083,14332,591,33,56,0,371,2023-04-30,2023,4,Apr,17,Sunday,20,2,Evening (17-21),680,4.74,89.11,2.31,Needs Improvement
POST_0995,2023-11-17 01:55:00,Instagram,Reel,Product Launch,20154,17539,3397,431,324,206,393,2023-11-17,2023,11,Nov,46,Friday,1,4,Night (22-5),4358,24.85,87.02,1.95,High Performer
POST_0996,2023-10-29 08:27:00,Instagram,Image,Product Launch,33425,24600,1835,329,151,107,508,2023-10-29,2023,10,Oct,43,Sunday,8,4,Morning (6-11),2422,9.85,73.6,1.52,Average
POST_0997,2023-12-05 14:44:00,Instagram,Video,Product Launch,72419,62294,7443,727,346,348,758,2023-12-05,2023,12,Dec,49,Tuesday,14,4,Afternoon (12-16),8864,14.23,86.02,1.05,Average
POST_0998,2023-04-12 21:08:00,Instagram,Story,User Generated Content,37283,26314,2694,283,266,143,997,2023-04-12,2023,4,Apr,15,Wednesday,21,2,Evening (17-21),3386,12.87,70.58,2.67,Average
POST_0999,2023-08-06 08:30:00,Instagram,Image,User Generated Content,44481,34944,3446,235,103,236,441,2023-08-06,2023,8,Aug,31,Sunday,8,3,Morning (6-11),4020,11.5,78.56,0.99,Average
POST_1000,2023-02-28 11:04:00,Twitter,Reel,Behind the Scenes,12075,10609,1924,262,68,0,298,2023-02-28,2023,2,Feb,9,Tuesday,11,1,Morning (6-11),2254,21.25,87.86,2.47,Average
POST_1001,2023-10-06 15:14:00,Instagram,Image,Promotion/Sale,11101,8501,897,64,73,34,253,2023-10-06,2023,10,Oct,40,Friday,15,4,Afternoon (12-16),1068,12.56,76.58,2.28,Average
POST_1002,2023-04-26 13:24:00,Instagram,Video,Product Launch,26684,21935,3086,324,145,200,391,2023-04-26,2023,4,Apr,17,Wednesday,13,2,Afternoon (12-16),3755,17.12,82.2,1.47,Average
POST_1003,2023-11-28 21:05:00,Twitter,Carousel,Product Launch,8941,6686,1168,158,86,0,123,2023-11-28,2023,11,Nov,48,Tuesday,21,4,Evening (17-21),1412,21.12,74.78,1.38,Average
POST_1004,2023-03-18 04:46:00,Instagram,Video,Promotion/Sale,19855,13416,3663,423,291,127,264,2023-03-18,2023,3,Mar,11,Saturday,4,1,Night (22-5),4504,33.57,67.57,1.33,High Performer
POST_1005,2023-05-17 12:51:00,Twitter,Image,Behind the Scenes,14569,11357,1041,56,95,0,118,2023-05-17,2023,5,May,20,Wednesday,12,2,Afternoon (12-16),1192,10.5,77.95,0.81,Average
POST_1006,2023-03-14 07:06:00,Facebook,Carousel,User Generated Content,41080,31726,3846,654,121,0,870,2023-03-14,2023,3,Mar,11,Tuesday,7,1,Morning (6-11),4621,14.57,77.23,2.12,Average
POST_1007,2023-02-06 20:06:00,Facebook,Reel,Tutorial,34640,28164,8847,443,845,0,420,2023-02-06,2023,2,Feb,6,Monday,20,1,Evening (17-21),10135,35.99,81.3,1.21,High Performer
POST_1008,2023-01-31 08:20:00,Facebook,Image,Festive/Seasonal,14421,10323,532,35,52,0,200,2023-01-31,2023,1,Jan,5,Tuesday,8,1,Morning (6-11),619,6.0,71.58,1.39,Needs Improvement
POST_1009,2023-03-26 18:23:00,Twitter,Reel,Promotion/Sale,10218,6695,1239,71,46,0,153,2023-03-26,2023,3,Mar,12,Sunday,18,1,Evening (17-21),1356,20.25,65.52,1.5,Average
POST_1010,2023-06-07 15:56:00,Instagram,Carousel,User Generated Content,14616,11385,1235,212,115,66,234,2023-06-07,2023,6,Jun,23,Wednesday,15,2,Afternoon (12-16),1628,14.3,77.89,1.6,Average
POST_1011,2023-11-01 18:19:00,Facebook,Video,User Generated Content,19311,14732,4477,773,239,0,395,2023-11-01,2023,11,Nov,44,Wednesday,18,4,Evening (17-21),5489,37.26,76.29,2.05,High Performer
POST_1012,2023-10-19 00:08:00,Facebook,Image,Product Launch,2926,2048,179,13,16,0,30,2023-10-19,2023,10,Oct,42,Thursday,0,4,Night (22-5),208,10.16,69.99,1.03,Average
POST_1013,2023-05-28 08:24:00,Instagram,Image,Promotion/Sale,53856,40164,5278,653,320,126,961,2023-05-28,2023,5,May,21,Sunday,8,2,Morning (6-11),6377,15.88,74.58,1.78,Average
POST_1014,2023-08-13 08:49:00,Facebook,Image,Promotion/Sale,22676,18223,2330,266,89,0,189,2023-08-13,2023,8,Aug,32,Sunday,8,3,Morning (6-11),2685,14.73,80.36,0.83,Average
POST_1015,2023-03-05 16:52:00,Facebook,Reel,User Generated Content,38581,27930,7119,745,418,0,473,2023-03-05,2023,3,Mar,9,Sunday,16,1,Afternoon (12-16),8282,29.65,72.39,1.23,High Performer
POST_1016,2023-08-28 06:48:00,Twitter,Image,Promotion/Sale,2089,1460,77,5,2,0,42,2023-08-28,2023,8,Aug,35,Monday,6,3,Morning (6-11),84,5.75,69.89,2.01,Needs Improvement
POST_1017,2023-12-19 14:55:00,Facebook,Video,Festive/Seasonal,26029,16973,5091,275,487,0,623,2023-12-19,2023,12,Dec,51,Tuesday,14,4,Afternoon (12-16),5853,34.48,65.21,2.39,High Performer
POST_1018,2023-06-05 15:08:00,Facebook,Video,Behind the Scenes,16748,13162,3401,341,256,0,149,2023-06-05,2023,6,Jun,23,Monday,15,2,Afternoon (12-16),3998,30.38,78.59,0.89,High Performer
POST_1019,2023-12-25 09:41:00,Instagram,Video,Promotion/Sale,73815,64363,8717,1368,389,380,1254,2023-12-25,2023,12,Dec,52,Monday,9,4,Morning (6-11),10854,16.86,87.2,1.7,Average
POST_1020,2023-07-26 10:43:00,Facebook,Reel,Product Launch,17970,12356,3174,489,193,0,305,2023-07-26,2023,7,Jul,30,Wednesday,10,3,Morning (6-11),3856,31.21,68.76,1.7,High Performer
POST_1021,2023-05-20 08:09:00,Instagram,Image,Promotion/Sale,32684,23350,3104,388,141,112,796,2023-05-20,2023,5,May,20,Saturday,8,2,Morning (6-11),3745,16.04,71.44,2.44,Average
POST_1022,2023-09-14 09:04:00,Instagram,Carousel,Festive/Seasonal,23793,21366,1939,297,111,96,778,2023-09-14,2023,9,Sep,37,Thursday,9,3,Morning (6-11),2443,11.43,89.8,3.27,Average
POST_1023,2023-10-04 03:33:00,Twitter,Story,Festive/Seasonal,1959,1274,68,9,2,0,17,2023-10-04,2023,10,Oct,40,Wednesday,3,4,Night (22-5),79,6.2,65.03,0.87,Needs Improvement
POST_1024,2023-09-10 23:36:00,Facebook,Reel,Festive/Seasonal,11055,8976,2785,203,99,0,342,2023-09-10,2023,9,Sep,36,Sunday,23,3,Night (22-5),3087,34.39,81.19,3.09,High Performer
POST_1025,2023-08-13 12:00:00,Instagram,Story,Tutorial,27649,23311,1122,175,94,62,468,2023-08-13,2023,8,Aug,32,Sunday,12,3,Afternoon (12-16),1453,6.23,84.31,1.69,Needs Improvement
POST_1026,2023-02-11 21:39:00,Instagram,Reel,Promotion/Sale,52511,35732,9236,1164,509,448,746,2023-02-11,2023,2,Feb,6,Saturday,21,1,Evening (17-21),11357,31.78,68.05,1.42,High Performer
POST_1027,2023-11-03 00:41:00,Twitter,Story,Behind the Scenes,2435,1814,83,10,6,0,68,2023-11-03,2023,11,Nov,44,Friday,0,4,Night (22-5),99,5.46,74.5,2.79,Needs Improvement
POST_1028,2023-01-21 09:10:00,Facebook,Carousel,Promotion/Sale,23400,20768,1684,216,57,0,764,2023-01-21,2023,1,Jan,3,Saturday,9,1,Morning (6-11),1957,9.42,88.75,3.26,Average
POST_1029,2023-08-10 11:28:00,Instagram,Reel,Product Launch,69389,47710,6578,1080,342,182,1147,2023-08-10,2023,8,Aug,32,Thursday,11,3,Morning (6-11),8182,17.15,68.76,1.65,Average
POST_1030,2023-06-15 07:22:00,Facebook,Story,Festive/Seasonal,18114,11914,664,36,39,0,439,2023-06-15,2023,6,Jun,24,Thursday,7,2,Morning (6-11),739,6.2,65.77,2.42,Needs Improvement
POST_1031,2023-11-06 08:46:00,Facebook,Story,Festive/Seasonal,17264,14490,1285,182,56,0,236,2023-11-06,2023,11,Nov,45,Monday,8,4,Morning (6-11),1523,10.51,83.93,1.37,Average
POST_1032,2023-05-09 14:13:00,Facebook,Text,Tutorial,9373,6607,297,45,25,0,155,2023-05-09,2023,5,May,19,Tuesday,14,2,Afternoon (12-16),367,5.55,70.49,1.65,Needs Improvement
POST_1033,2023-01-14 14:40:00,Instagram,Carousel,User Generated Content,44417,31407,3500,318,133,127,511,2023-01-14,2023,1,Jan,2,Saturday,14,1,Afternoon (12-16),4078,12.98,70.71,1.15,Average
POST_1034,2023-02-16 07:47:00,Instagram,Reel,Tutorial,82975,72778,11262,1617,879,289,2742,2023-02-16,2023,2,Feb,7,Thursday,7,1,Morning (6-11),14047,19.3,87.71,3.3,Average
POST_1035,2023-04-28 09:09:00,Instagram,Carousel,Promotion/Sale,36219,25872,4446,245,394,208,752,2023-04-28,2023,4,Apr,17,Friday,9,2,Morning (6-11),5293,20.46,71.43,2.08,Average
POST_1036,2023-12-12 07:58:00,Facebook,Reel,Behind the Scenes,42777,35045,11413,1272,835,0,830,2023-12-12,2023,12,Dec,50,Tuesday,7,4,Morning (6-11),13520,38.58,81.92,1.94,High Performer
POST_1037,2023-10-22 16:26:00,Twitter,Reel,Tutorial,17749,15092,3517,281,205,0,524,2023-10-22,2023,10,Oct,42,Sunday,16,4,Afternoon (12-16),4003,26.52,85.03,2.95,High Performer
POST_1038,2023-10-28 11:39:00,Instagram,Image,User Generated Content,10643,8313,1042,99,78,36,110,2023-10-28,2023,10,Oct,43,Saturday,11,4,Morning (6-11),1255,15.1,78.11,1.03,Average
POST_1039,2023-01-11 05:43:00,Instagram,Video,Tutorial,21887,18905,3584,632,353,129,212,2023-01-11,2023,1,Jan,2,Wednesday,5,1,Night (22-5),4698,24.85,86.38,0.97,High Performer
POST_1040,2023-12-11 17:28:00,Twitter,Video,Tutorial,13969,10654,1433,203,46,0,384,2023-12-11,2023,12,Dec,50,Monday,17,4,Evening (17-21),1682,15.79,76.27,2.75,Average
POST_1041,2023-05-18 21:55:00,Instagram,Reel,Behind the Scenes,84504,62032,11663,1311,800,675,1098,2023-05-18,2023,5,May,20,Thursday,21,2,Evening (17-21),14449,23.29,73.41,1.3,Average
POST_1042,2023-10-23 21:13:00,Facebook,Reel,Promotion/Sale,93023,64412,24167,1255,1538,0,1288,2023-10-23,2023,10,Oct,43,Monday,21,4,Evening (17-21),26960,41.86,69.24,1.38,High Performer
POST_1043,2023-01-21 19:05:00,Instagram,Story,Product Launch,29908,22542,2000,278,176,69,637,2023-01-21,2023,1,Jan,3,Saturday,19,1,Evening (17-21),2523,11.19,75.37,2.13,Average
POST_1044,2023-03-31 17:57:00,Instagram,Reel,Tutorial,26871,19949,5035,457,201,165,262,2023-03-31,2023,3,Mar,13,Friday,17,1,Evening (17-21),5858,29.36,74.24,0.98,High Performer
POST_1045,2023-08-29 15:06:00,Facebook,Image,Tutorial,16630,13843,733,120,66,0,322,2023-08-29,2023,8,Aug,35,Tuesday,15,3,Afternoon (12-16),919,6.64,83.24,1.94,Needs Improvement
POST_1046,2023-09-23 21:08:00,Instagram,Story,Tutorial,31393,28065,2085,349,74,65,651,2023-09-23,2023,9,Sep,38,Saturday,21,3,Evening (17-21),2573,9.17,89.4,2.07,Needs Improvement
POST_1048,2023-08-15 07:07:00,Facebook,Image,Promotion/Sale,21384,17867,2179,250,111,0,700,2023-08-15,2023,8,Aug,33,Tuesday,7,3,Morning (6-11),2540,14.22,83.55,3.27,Average
POST_1049,2023-05-23 22:37:00,Facebook,Reel,Festive/Seasonal,13961,11626,2208,159,148,0,217,2023-05-23,2023,5,May,21,Tuesday,22,2,Night (22-5),2515,21.63,83.27,1.55,Average
POST_1050,2023-04-03 12:46:00,Facebook,Video,Behind the Scenes,54812,37243,9635,836,289,0,514,2023-04-03,2023,4,Apr,14,Monday,12,2,Afternoon (12-16),10760,28.89,67.95,0.94,High Performer
POST_1051,2023-10-27 11:24:00,Instagram,Text,Tutorial,8579,7658,321,44,11,14,298,2023-10-27,2023,10,Oct,43,Friday,11,4,Morning (6-11),390,5.09,89.26,3.47,Needs Improvement
POST_1052,2023-08-12 23:22:00,Instagram,Reel,Festive/Seasonal,31716,22897,3635,514,273,154,882,2023-08-12,2023,8,Aug,32,Saturday,23,3,Night (22-5),4576,19.99,72.19,2.78,Average
POST_1053,2023-11-22 09:27:00,Facebook,Story,Tutorial,10129,7936,756,47,72,0,268,2023-11-22,2023,11,Nov,47,Wednesday,9,4,Morning (6-11),875,11.03,78.35,2.65,Average
POST_1054,2023-09-09 17:20:00,Instagram,Reel,Festive/Seasonal,24173,20015,4534,463,384,352,276,2023-09-09,2023,9,Sep,36,Saturday,17,3,Evening (17-21),5733,28.64,82.8,1.14,High Performer
POST_1055,2023-02-16 21:50:00,Instagram,Image,Festive/Seasonal,22513,16677,884,122,53,28,575,2023-02-16,2023,2,Feb,7,Thursday,21,1,Evening (17-21),1087,6.52,74.08,2.55,Needs Improvement
POST_1056,2023-08-29 19:08:00,Instagram,Image,Promotion/Sale,19635,15150,1161,154,58,39,483,2023-08-29,2023,8,Aug,35,Tuesday,19,3,Evening (17-21),1412,9.32,77.16,2.46,Needs Improvement
POST_1057,2023-06-28 19:15:00,Twitter,Story,Festive/Seasonal,4727,4178,306,29,27,0,91,2023-06-28,2023,6,Jun,26,Wednesday,19,2,Evening (17-21),362,8.66,88.39,1.93,Needs Improvement
POST_1058,2023-07-29 20:17:00,Facebook,Carousel,Tutorial,22015,15450,1952,177,151,0,288,2023-07-29,2023,7,Jul,30,Saturday,20,3,Evening (17-21),2280,14.76,70.18,1.31,Average
POST_1059,2023-06-20 19:41:00,Facebook,Image,Product Launch,10919,8209,1132,112,86,0,144,2023-06-20,2023,6,Jun,25,Tuesday,19,2,Evening (17-21),1330,16.2,75.18,1.32,Average
POST_1060,2023-06-14 17:05:00,Facebook,Reel,Promotion/Sale,13316,8850,1824,128,76,0,290,2023-06-14,2023,6,Jun,24,Wednesday,17,2,Evening (17-21),2028,22.92,66.46,2.18,Average
POST_1061,2023-12-10 14:15:00,Instagram,Carousel,Promotion/Sale,29317,22768,3484,316,176,222,822,2023-12-10,2023,12,Dec,49,Sunday,14,4,Afternoon (12-16),4198,18.44,77.66,2.8,Average
POST_1062,2023-02-23 19:35:00,Facebook,Image,Tutorial,11922,8040,1078,102,73,0,167,2023-02-23,2023,2,Feb,8,Thursday,19,1,Evening (17-21),1253,15.58,67.44,1.4,Average
POST_1063,2023-03-24 13:38:00,Instagram,Image,User Generated Content,24475,17150,1567,240,111,40,453,2023-03-24,2023,3,Mar,12,Friday,13,1,Afternoon (12-16),1958,11.42,70.07,1.85,Average
POST_1064,2023-06-18 13:38:00,Facebook,Carousel,Promotion/Sale,22581,19152,3113,217,248,0,580,2023-06-18,2023,6,Jun,24,Sunday,13,2,Afternoon (12-16),3578,18.68,84.81,2.57,Average
POST_1065,2023-07-30 09:46:00,Twitter,Reel,Product Launch,22720,18570,3404,431,319,0,630,2023-07-30,2023,7,Jul,30,Sunday,9,3,Morning (6-11),4154,22.37,81.73,2.77,Average
POST_1066,2023-12-22 21:38:00,Instagram,Video,Tutorial,98636,88242,10094,1321,594,722,1549,2023-12-22,2023,12,Dec,51,Friday,21,4,Evening (17-21),12731,14.43,89.46,1.57,Average
POST_1067,2023-09-11 03:18:00,Twitter,Image,Promotion/Sale,6452,4331,284,42,8,0,149,2023-09-11,2023,9,Sep,37,Monday,3,3,Night (22-5),334,7.71,67.13,2.31,Needs Improvement
POST_1068,2023-05-28 20:49:00,Twitter,Carousel,Festive/Seasonal,7032,5726,713,92,56,0,116,2023-05-28,2023,5,May,21,Sunday,20,2,Evening (17-21),861,15.04,81.43,1.65,Average
POST_1069,2023-12-06 21:44:00,Facebook,Story,Promotion/Sale,21817,16961,1126,114,35,0,340,2023-12-06,2023,12,Dec,49,Wednesday,21,4,Evening (17-21),1275,7.52,77.74,1.56,Needs Improvement
POST_1070,2023-07-25 06:01:00,Instagram,Reel,Festive/Seasonal,83596,72593,15413,1948,1376,716,765,2023-07-25,2023,7,Jul,30,Tuesday,6,3,Morning (6-11),19453,26.8,86.84,0.92,High Performer
POST_1071,2023-10-09 13:54:00,Twitter,Reel,Behind the Scenes,33900,27909,4079,304,342,0,983,2023-10-09,2023,10,Oct,41,Monday,13,4,Afternoon (12-16),4725,16.93,82.33,2.9,Average
POST_1072,2023-01-19 05:54:00,Instagram,Reel,Tutorial,33801,27416,3708,584,315,131,857,2023-01-19,2023,1,Jan,3,Thursday,5,1,Night (22-5),4738,17.28,81.11,2.54,Average
POST_1073,2023-08-21 20:42:00,Facebook,Image,Behind the Scenes,14517,10954,1060,118,51,0,119,2023-08-21,2023,8,Aug,34,Monday,20,3,Evening (17-21),1229,11.22,75.46,0.82,Average
POST_1074,2023-02-15 11:56:00,Instagram,Reel,Behind the Scenes,35821,26827,5485,892,451,391,666,2023-02-15,2023,2,Feb,7,Wednesday,11,1,Morning (6-11),7219,26.91,74.89,1.86,High Performer
POST_1075,2023-06-11 17:19:00,Facebook,Reel,Festive/Seasonal,16434,12494,1807,284,70,0,463,2023-06-11,2023,6,Jun,23,Sunday,17,2,Evening (17-21),2161,17.3,76.03,2.82,Average
