post_id,post_datetime,platform,content_type,category,impressions,reach,likes,comments,shares,saves,link_clicks
POST_0771,2023-07-23 07:52:00,Facebook,Reel,User Generated Content,55696,40503,9007,1351,781,0.0,891
POST_0772,2023-04-12 07:48:00,Twitter,Carousel,Product Launch,25508,19172,3511,396,325,0.0,713
POST_0773,2023-02-08 14:02:00,Twitter,Text,User Generated Content,2850,2426,157,13,15,0.0,27
POST_0774,2023-10-31 14:48:00,Instagram,Text,Behind the Scenes,7296,5722,295,39,9,22.0,64
POST_0775,2023-12-20 01:46:00,Twitter,Story,Behind the Scenes,4863,4161,153,18,9,0.0,103
POST_0776,2023-11-18 21:28:00,Instagram,Carousel,Promotion/Sale,22568,18530,2676,399,171,77.0,545
POST_0777,2023-05-05 13:34:00,Facebook,Reel,Festive/Seasonal,47026,32415,12134,1424,425,0.0,933
POST_0778,2023-02-22 15:13:00,Instagram,Image,Promotion/Sale,9091,7735,978,173,63,46.0,252
POST_0779,2023-12-23 08:27:00,Facebook,Story,Product Launch,16401,11027,728,117,65,0.0,143
POST_0780,2023-06-04 07:06:00,Facebook,Reel,Product Launch,21414,15325,5393,360,433,0.0,199
POST_0781,2023-12-17 20:47:00,Facebook,Image,Festive/Seasonal,19019,13473,1473,118,117,0.0,487
POST_0782,2023-11-04 09:53:00,Twitter,Image,User Generated Content,7491,6492,681,45,40,0.0,96
POST_0783,2023-03-03 11:41:00,Twitter,Story,Tutorial,2251,1747,165,28,10,0.0,67
POST_0784,2023-10-17 17:48:00,Facebook,Image,Tutorial,10663,7981,1032,117,65,0.0,197
POST_0785,2023-01-22 05:15:00,Twitter,Image,Behind the Scenes,4411,3234,307,38,14,0.0,109
POST_0786,2023-06-27 10:19:00,Instagram,Image,Promotion/Sale,13774,10103,588,47,56,22.0,152
POST_0787,2023-09-30 11:55:00,Instagram,Image,User Generated Content,3636,2657,266,32,14,12.0,103
POST_0788,2023-08-08 08:02:00,Twitter,Carousel,Festive/Seasonal,12749,9109,975,106,81,0.0,147
POST_0789,2023-12-05 04:28:00,Instagram,Story,Product Launch,10286,8135,412,60,13,29.0,129
POST_0790,2023-07-09 20:16:00,Instagram,Image,Tutorial,40149,29635,3478,318,324,95.0,455
POST_0791,2023-02-05 08:22:00,Facebook,Reel,Festive/Seasonal,28371,25135,9500,939,898,0.0,662
POST_0792,2023-09-17 23:55:00,Instagram,Image,User Generated Content,9547,7882,876,156,42,52.0,91
POST_0793,2023-11-28 09:52:00,Twitter,Carousel,Product Launch,12437,8554,966,95,80,0.0,224
POST_0794,2023-06-24 09:05:00,Facebook,Carousel,Product Launch,19349,12664,1098,113,104,0.0,368
POST_0795,2023-01-07 19:28:00,Facebook,Text,Festive/Seasonal,8143,5513,364,55,15,,139
POST_0796,2023-08-04 12:55:00,Facebook,Image,Promotion/Sale,19070,15375,2134,267,144,0.0,176
POST_0797,2023-09-08 03:07:00,Instagram,Reel,Festive/Seasonal,42802,29477,6045,497,338,213.0,727
POST_0798,2023-02-24 07:49:00,Twitter,Image,Festive/Seasonal,10397,9322,497,34,16,0.0,268
POST_0799,2023-08-10 04:51:00,Twitter,Image,Product Launch,8196,5677,380,34,27,0.0,92
POST_0800,2023-07-05 11:15:00,Facebook,Carousel,Festive/Seasonal,9080,8104,609,93,51,0.0,153
POST_0801,2023-11-22 04:13:00,Facebook,Carousel,User Generated Content,21240,18784,3224,226,151,0.0,662
POST_0802,2023-08-24 01:51:00,Facebook,Reel,User Generated Content,19523,13043,4017,411,379,0.0,384
POST_0803,2023-12-29 22:47:00,Instagram,Image,User Generated Content,9758,6467,618,40,35,25.0,214
POST_0804,2023-03-20 20:37:00,Facebook,Image,Behind the Scenes,20789,14310,1190,117,48,0.0,485
POST_0805,2023-08-11 10:44:00,Instagram,Reel,Festive/Seasonal,24293,16433,4746,312,469,317.0,356
POST_0806,2023-04-01 22:22:00,Facebook,Image,Festive/Seasonal,10816,9494,960,69,54,0.0,335
POST_0807,2023-09-25 21:55:00,Facebook,Carousel,Promotion/Sale,55319,48320,9879,615,672,0.0,1556
POST_0808,2023-11-30 20:45:00,Instagram,Story,Festive/Seasonal,37344,29937,1437,220,115,36.0,715
POST_0809,2023-05-19 21:39:00,Twitter,Reel,Promotion/Sale,10925,8194,2202,287,168,0.0,287
POST_0810,2023-11-12 18:40:00,Twitter,Image,Promotion/Sale,2484,1689,219,15,21,0.0,59
POST_0811,2023-10-03 06:27:00,Facebook,Story,Promotion/Sale,3685,2674,219,20,20,,32
POST_0812,2023-09-05 05:10:00,Instagram,Story,Festive/Seasonal,10512,8385,695,57,38,49.0,132
POST_0813,2023-08-27 23:39:00,Twitter,Carousel,Tutorial,9765,8089,824,102,74,0.0,185
POST_0814,2023-08-12 11:08:00,Facebook,Image,Product Launch,17206,13129,810,81,78,0.0,257
POST_0815,2023-10-31 21:50:00,Instagram,Video,Tutorial,77827,56648,16279,1750,1041,1085.0,1216
POST_0816,2023-05-18 12:13:00,Instagram,Reel,Product Launch,53695,39951,8870,1049,768,369.0,1027
POST_0817,2023-06-15 03:52:00,Instagram,Carousel,Promotion/Sale,11061,9770,1721,215,129,37.0,278
POST_0818,2023-05-06 09:13:00,Facebook,Reel,Product Launch,64020,50347,11076,671,482,0.0,1939
POST_0819,2023-02-14 11:51:00,Instagram,Story,Product Launch,3789,2498,218,26,14,7.0,80
POST_0820,2023-05-23 07:03:00,Instagram,Reel,User Generated Content,25194,17572,4321,376,204,253.0,518
POST_0821,2023-08-19 14:36:00,Instagram,Story,Behind the Scenes,7779,5588,595,75,47,12.0,142
POST_0822,2023-05-05 01:22:00,Facebook,Reel,Tutorial,13037,10329,3756,660,254,0.0,245
POST_0823,2023-08-26 08:34:00,Facebook,Carousel,Behind the Scenes,14899,11419,1217,135,75,0.0,313
POST_0824,2023-10-19 14:17:00,Instagram,Reel,User Generated Content,54073,37368,9601,1516,734,386.0,1422
POST_0825,2023-11-09 20:38:00,Twitter,Story,Behind the Scenes,8782,5769,310,34,22,0.0,154
POST_0826,2023-12-09 16:34:00,Instagram,Image,User Generated Content,20161,14514,1483,91,87,96.0,447
POST_0827,2023-07-14 08:10:00,Instagram,Image,Promotion/Sale,16432,14201,1614,265,71,116.0,167
POST_0828,2023-06-22 00:20:00,Facebook,Story,Promotion/Sale,9656,7070,414,48,39,0.0,80
POST_0829,2023-01-15 03:45:00,Instagram,Image,Behind the Scenes,13756,9626,854,85,80,56.0,242
POST_0830,2023-09-11 04:18:00,Instagram,Image,Product Launch,19348,14826,794,66,48,23.0,569
POST_0831,2023-06-16 07:18:00,Instagram,Image,Festive/Seasonal,28354,23544,3257,536,215,216.0,632
POST_0832,2023-04-04 09:36:00,Twitter,Story,Promotion/Sale,10144,6884,310,36,15,0.0,73
POST_0833,2023-09-07 09:17:00,Facebook,Reel,Festive/Seasonal,100070,77159,11132,1354,989,0.0,3079
POST_0834,2023-04-19 01:54:00,Instagram,Image,Festive/Seasonal,17761,12966,1750,131,127,77.0,145
POST_0835,2023-07-01 01:32:00,Instagram,Story,Tutorial,9039,8019,443,68,15,23.0,97
POST_0836,2023-05-13 13:57:00,Instagram,Image,Tutorial,28765,24208,2691,422,202,210.0,760
POST_0837,2023-06-24 09:43:00,Facebook,Carousel,User Generated Content,16450,12864,1161,147,74,0.0,368
POST_0838,2023-05-24 08:52:00,Twitter,Text,User Generated Content,2583,1804,85,14,4,0.0,41
POST_0839,2023-11-02 09:06:00,Facebook,Carousel,Product Launch,26380,19856,2052,360,80,0.0,420
POST_0840,2023-12-26 11:08:00,Twitter,Carousel,Promotion/Sale,4001,2822,520,39,18,0.0,68
POST_0841,2023-05-22 13:48:00,Facebook,Image,Tutorial,25318,21865,2483,141,210,0.0,773
POST_0842,2023-10-12 20:50:00,Twitter,Video,Promotion/Sale,38811,30160,4951,791,400,0.0,1188
POST_0843,2023-01-06 15:26:00,Facebook,Image,Tutorial,5256,4457,293,17,29,0.0,47
POST_0844,2023-09-22 14:58:00,Facebook,Image,Tutorial,18836,13963,1798,219,167,0.0,527
POST_0845,2023-04-08 04:03:00,Instagram,Reel,Product Launch,59972,45877,13000,968,1122,1014.0,828
POST_0846,2023-02-13 03:17:00,Instagram,Reel,Tutorial,26809,18003,4881,563,195,227.0,360
POST_0847,2023-05-04 09:55:00,Twitter,Carousel,Behind the Scenes,10035,8431,1472,143,49,0.0,275
POST_0848,2023-07-28 23:41:00,Twitter,Image,Tutorial,8255,5861,463,34,32,0.0,85
POST_0849,2023-09-08 13:08:00,Twitter,Image,User Generated Content,11061,8258,729,89,22,0.0,102
POST_0850,2023-10-12 09:44:00,Instagram,Video,Behind the Scenes,82293,55092,14892,2525,728,628.0,1491
POST_0851,2023-05-04 04:55:00,Facebook,Reel,Festive/Seasonal,26206,19722,4900,276,212,0.0,664
POST_0852,2023-12-20 14:08:00,Facebook,Carousel,Promotion/Sale,22343,16207,2063,332,170,0.0,294
POST_0853,2023-09-01 09:15:00,Facebook,Carousel,Tutorial,42497,33801,5030,641,279,0.0,1156
POST_0854,2023-11-27 01:09:00,Instagram,Video,Tutorial,28494,19352,2726,326,260,104.0,698
POST_0855,2023-12-31 01:45:00,Instagram,Image,Product Launch,4960,3350,395,30,22,19.0,106
POST_0856,2023-09-09 18:20:00,Instagram,Reel,Promotion/Sale,21971,16513,4164,500,363,126.0,565
POST_0857,2023-08-18 19:53:00,Facebook,Image,Festive/Seasonal,27643,20815,1275,174,85,0.0,607
POST_0858,2023-01-09 13:15:00,Instagram,Video,Promotion/Sale,58276,51091,12444,760,765,813.0,1728
POST_0859,2023-02-17 05:48:00,Instagram,Image,Tutorial,11396,8577,1151,191,89,82.0,108
POST_0860,2023-05-31 21:53:00,Facebook,Text,Festive/Seasonal,14456,10555,343,27,20,0.0,185
POST_0861,2023-04-24 04:43:00,Facebook,Image,User Generated Content,5576,4422,399,37,32,0.0,162
POST_0862,2023-07-27 21:25:00,Facebook,Story,Product Launch,18193,13335,1194,83,46,0.0,271
POST_0863,2023-12-21 08:31:00,Instagram,Video,Behind the Scenes,29516,20157,6134,812,292,327.0,520
POST_0864,2023-05-05 09:09:00,Instagram,Image,Festive/Seasonal,41147,29144,3817,344,299,80.0,617
POST_0865,2023-06-06 14:36:00,Twitter,Carousel,User Generated Content,6642,5629,581,80,50,0.0,151
POST_0866,2023-12-06 20:40:00,Instagram,Reel,Tutorial,60714,49510,10843,1682,548,588.0,1602
POST_0867,2023-10-25 14:17:00,Twitter,Reel,Festive/Seasonal,14398,12302,4503,544,343,0.0,456
POST_0868,2023-07-08 12:40:00,Facebook,Text,User Generated Content,3198,2264,131,20,11,0.0,50
POST_0869,2023-08-31 12:26:00,Instagram,Carousel,Tutorial,22433,16214,2970,177,261,135.0,452
POST_0870,2023-10-11 12:24:00,Instagram,Story,Product Launch,7163,5260,223,39,19,10.0,87
POST_0871,2023-09-29 13:28:00,Instagram,Reel,User Generated Content,34485,27270,10079,508,470,769.0,412
POST_0872,2023-06-26 12:04:00,Instagram,Video,Behind the Scenes,31423,24904,7597,851,756,461.0,304
POST_0873,2023-08-06 00:40:00,Twitter,Image,Behind the Scenes,3959,2658,127,13,11,0.0,72
POST_0874,2023-10-09 08:50:00,Instagram,Image,Tutorial,31460,22705,1701,120,70,63.0,767
POST_0875,2023-06-19 03:56:00,Twitter,Story,User Generated Content,3058,2073,204,27,8,0.0,47
POST_0876,2023-06-30 10:49:00,Instagram,Reel,Festive/Seasonal,24668,20578,5022,896,169,207.0,503
POST_0877,2023-12-26 08:05:00,Instagram,Carousel,Behind the Scenes,34715,30156,6247,966,559,331.0,1048
POST_0878,2023-08-21 21:25:00,Facebook,Image,Promotion/Sale,15511,11627,911,100,45,0.0,451
POST_0879,2023-05-19 20:32:00,Instagram,Image,Behind the Scenes,27289,18127,1062,83,66,48.0,616
POST_0880,2023-06-06 15:47:00,Facebook,Text,Tutorial,5345,4043,161,14,13,0.0,46
POST_0881,2023-05-09 14:17:00,Facebook,Text,Promotion/Sale,4029,3558,232,33,14,0.0,91
POST_0882,2023-04-29 07:44:00,Instagram,Image,Behind the Scenes,46841,41756,2867,445,125,94.0,1264
POST_0883,2023-03-03 16:59:00,Twitter,Reel,User Generated Content,7262,5648,2051,343,84,0.0,118
POST_0884,2023-04-09 23:56:00,Instagram,Image,Tutorial,14664,10115,1425,240,59,38.0,127
POST_0885,2023-06-11 14:23:00,Facebook,Image,Promotion/Sale,12414,8291,578,98,54,0.0,277
POST_0886,2023-03-03 07:29:00,Facebook,Text,Behind the Scenes,2408,1762,95,8,8,0.0,51
POST_0887,2023-10-02 01:31:00,Twitter,Text,Promotion/Sale,1279,888,45,7,2,0.0,11
POST_0888,2023-12-20 12:20:00,Instagram,Video,Product Launch,64312,47272,14357,1529,624,451.0,1562
POST_0889,2023-04-05 13:37:00,Facebook,Video,Behind the Scenes,26837,19602,4239,731,403,0.0,317
POST_0890,2023-04-09 18:00:00,Facebook,Reel,User Generated Content,16511,11348,2934,322,273,0.0,430
POST_0891,2023-04-21 19:55:00,Instagram,Image,User Generated Content,43094,36702,1774,162,105,59.0,586
POST_0892,2023-09-05 09:49:00,Facebook,Image,Product Launch,4657,3776,276,15,12,0.0,128
POST_0893,2023-05-22 20:54:00,Twitter,Reel,User Generated Content,25603,22900,4106,320,207,0.0,347
POST_0894,2023-10-29 07:46:00,Facebook,Story,Behind the Scenes,15993,14037,1127,116,107,0.0,160
POST_0895,2023-09-26 14:05:00,Twitter,Image,Behind the Scenes,9813,6475,561,75,44,0.0,188
POST_0896,2023-11-02 17:46:00,Facebook,Carousel,Festive/Seasonal,7460,5023,670,44,64,0.0,121
POST_0897,2023-05-25 06:29:00,Instagram,Video,User Generated Content,37508,27287,8019,1304,618,182.0,736
POST_0898,2023-02-21 11:40:00,Twitter,Carousel,Product Launch,7931,5425,569,93,17,0.0,176
POST_0899,2023-04-10 10:42:00,Instagram,Image,Promotion/Sale,2573,2199,181,21,14,11.0,85
POST_0900,2023-06-01 10:44:00,Facebook,Carousel,Tutorial,10184,7637,1598,213,81,0.0,105
POST_0901,2023-04-27 06:22:00,Facebook,Image,Festive/Seasonal,9653,7410,497,63,17,0.0,165
POST_0902,2023-07-04 12:54:00,Instagram,Image,User Generated Content,28841,21890,2624,413,220,58.0,346
POST_0903,2023-04-02 14:04:00,Twitter,Carousel,Tutorial,19538,16815,1944,205,122,0.0,247
POST_0904,2023-06-04 12:50:00,Instagram,Image,Tutorial,10040,8902,633,51,22,47.0,243
POST_0905,2023-01-08 20:34:00,Facebook,Reel,Tutorial,49386,39774,5486,407,483,0.0,1312
POST_0906,2023-12-29 18:25:00,Facebook,Carousel,Behind the Scenes,11420,8498,1264,63,59,0.0,138
POST_0907,2023-10-01 17:13:00,Instagram,Carousel,Promotion/Sale,16797,11722,1695,275,79,41.0,242
POST_0908,2023-03-06 12:27:00,Instagram,Carousel,Festive/Seasonal,38706,30487,5780,1010,494,324.0,756
POST_0909,2023-05-21 13:52:00,Instagram,Reel,Promotion/Sale,57255,41284,11475,1449,702,805.0,741
POST_0910,2023-01-24 23:13:00,Instagram,Reel,Tutorial,30763,24131,7188,1091,414,422.0,350
POST_0911,2023-01-28 12:31:00,Twitter,Carousel,Promotion/Sale,14961,9800,995,112,91,0.0,253
POST_0912,2023-10-11 09:17:00,Instagram,Video,Product Launch,120620,92991,20631,1352,1778,718.0,3439
POST_0913,2023-05-30 22:20:00,Facebook,Video,Behind the Scenes,38540,26313,6489,353,420,0.0,385
POST_0914,2023-12-24 11:53:00,Twitter,Image,User Generated Content,3062,2269,203,26,7,0.0,56
POST_0915,2023-03-06 13:18:00,Facebook,Video,Product Launch,43538,34359,9530,892,796,0.0,789
POST_0916,2023-11-23 13:21:00,Twitter,Story,Tutorial,4440,3605,134,18,9,0.0,69
POST_0917,2023-09-09 16:35:00,Facebook,Carousel,Promotion/Sale,7637,5645,888,140,29,0.0,96
POST_0918,2023-02-22 20:36:00,Instagram,Carousel,Tutorial,73256,47784,4826,842,351,172.0,573
POST_0919,2023-01-07 17:08:00,Facebook,Reel,Product Launch,28466,25037,5820,435,385,0.0,932
POST_0920,2023-10-21 19:36:00,Facebook,Reel,Tutorial,87639,58407,17831,2217,1667,0.0,798
POST_0921,2023-05-26 07:54:00,Instagram,Image,User Generated Content,32578,25101,1374,118,72,105.0,463
POST_0922,2023-08-29 12:31:00,Instagram,Story,Festive/Seasonal,16513,13504,643,72,52,46.0,388
POST_0923,2023-09-03 22:50:00,Facebook,Reel,Product Launch,30246,20662,6742,569,642,0.0,652
POST_0924,2023-08-14 08:21:00,Facebook,Story,Behind the Scenes,21172,14921,1013,132,84,0.0,195
POST_0925,2023-06-24 08:57:00,Twitter,Reel,User Generated Content,34062,26072,5435,682,440,0.0,582
POST_0926,2023-04-05 22:43:00,Instagram,Reel,Product Launch,36190,29850,9254,525,834,439.0,533
POST_0927,2023-01-27 23:48:00,Facebook,Image,Behind the Scenes,12639,9410,1128,70,71,0.0,374
POST_0928,2023-05-10 19:03:00,Twitter,Text,User Generated Content,4835,3397,163,13,9,0.0,113
POST_0929,2023-09-02 17:02:00,Instagram,Text,Promotion/Sale,8516,6796,287,33,20,15.0,167
POST_0930,2023-02-28 17:06:00,Facebook,Image,User Generated Content,10159,7051,888,106,34,0.0,232
POST_0931,2023-02-03 12:40:00,Facebook,Story,Behind the Scenes,9385,6364,657,48,31,0.0,141
POST_0932,2023-07-25 12:50:00,Facebook,Story,Behind the Scenes,9083,7708,530,38,25,0.0,194
POST_0933,2023-09-09 13:53:00,Facebook,Carousel,Behind the Scenes,26092,21621,4476,754,430,0.0,374
POST_0934,2023-02-07 21:29:00,Facebook,Story,Festive/Seasonal,6668,4838,485,85,43,0.0,64
POST_0935,2023-10-23 18:01:00,Facebook,Reel,Promotion/Sale,9467,7200,1006,121,54,0.0,174
POST_0936,2023-11-19 08:07:00,Twitter,Reel,Behind the Scenes,36720,31843,9471,1007,827,0.0,1183
POST_0937,2023-12-18 14:59:00,Facebook,Reel,Promotion/Sale,30414,20126,6020,976,249,0.0,691
POST_0938,2023-01-28 13:54:00,Facebook,Reel,Tutorial,45519,39992,7834,1312,410,0.0,1062
POST_0939,2023-03-19 21:10:00,Twitter,Text,User Generated Content,3489,2433,136,6,11,0.0,30
POST_0940,2023-03-18 09:28:00,Facebook,Carousel,Tutorial,25604,19114,2710,260,142,0.0,743
POST_0941,2023-10-16 09:29:00,Twitter,Carousel,Product Launch,14412,12520,1444,89,119,0.0,352
POST_0942,2023-06-05 19:00:00,Instagram,Carousel,Product Launch,49610,32910,3035,397,135,152.0,867
POST_0943,2023-02-13 04:27:00,Instagram,Carousel,Behind the Scenes,28646,23793,1980,126,127,58.0,936
POST_0944,2023-05-08 01:12:00,Instagram,Reel,Promotion/Sale,20591,15893,3515,467,137,161.0,289
POST_0945,2023-03-02 22:44:00,Instagram,Reel,Tutorial,18416,16421,4315,385,238,103.0,651
POST_0946,2023-10-13 02:58:00,Instagram,Reel,Festive/Seasonal,13641,11100,2678,464,126,139.0,271
POST_0947,2023-08-02 21:08:00,Instagram,Story,Product Launch,13225,9305,829,61,58,27.0,333
POST_0948,2023-11-07 16:56:00,Instagram,Reel,Behind the Scenes,55981,43644,9522,765,318,343.0,1293
POST_0949,2023-11-02 19:41:00,Facebook,Story,User Generated Content,15035,12380,881,102,42,0.0,292
POST_0950,2023-11-13 07:19:00,Twitter,Image,Promotion/Sale,10528,8703,1203,111,39,0.0,216
POST_0951,2023-04-26 20:10:00,Facebook,Carousel,Promotion/Sale,29716,26632,5544,419,506,0.0,829
POST_0952,2023-09-25 07:55:00,Instagram,Reel,User Generated Content,78741,61823,21359,2401,1198,1059.0,1692
POST_0953,2023-07-14 13:59:00,Instagram,Image,Promotion/Sale,14379,11518,686,41,45,30.0,318
POST_0954,2023-08-19 07:56:00,Facebook,Image,Festive/Seasonal,13170,9979,646,115,44,0.0,305
POST_0955,2023-08-15 03:17:00,Instagram,Reel,Festive/Seasonal,48228,34799,8229,1106,261,564.0,908
POST_0956,2023-06-02 19:05:00,Facebook,Reel,Promotion/Sale,37245,24782,4203,699,327,0.0,433
POST_0957,2023-10-29 07:41:00,Instagram,Image,Promotion/Sale,34079,25597,2122,165,163,166.0,390
POST_0958,2023-08-08 01:23:00,Instagram,Text,Promotion/Sale,6765,5114,232,19,20,11.0,134
POST_0959,2023-06-06 21:16:00,Facebook,Video,Tutorial,19304,15993,2494,348,142,0.0,359
POST_0960,2023-10-19 07:05:00,Facebook,Text,Festive/Seasonal,8609,6387,184,16,14,0.0,191
POST_0961,2023-11-14 07:23:00,Facebook,Reel,Product Launch,31708,22277,2982,496,133,0.0,374
POST_0962,2023-01-31 03:42:00,Instagram,Carousel,Product Launch,9359,6381,1046,62,41,61.0,128
POST_0963,2023-11-09 08:57:00,Facebook,Reel,Product Launch,41731,33915,5350,640,324,,611
POST_0964,2023-02-20 12:41:00,Instagram,Reel,Tutorial,92076,79906,30661,3955,1788,1027.0,1415
POST_0965,2023-04-17 17:10:00,Facebook,Reel,Promotion/Sale,19246,14281,3193,318,282,0.0,421
POST_0966,2023-11-17 04:03:00,Facebook,Text,Product Launch,4662,3419,216,11,19,0.0,86
POST_0967,2023-04-19 22:25:00,Facebook,Image,Tutorial,10443,6821,898,97,48,0.0,96
POST_0968,2023-05-16 23:40:00,Facebook,Carousel,Festive/Seasonal,6079,4705,612,84,36,0.0,182
POST_0969,2023-12-05 05:19:00,Instagram,Carousel,User Generated Content,13193,9885,1191,147,107,29.0,120
POST_0970,2023-02-11 16:46:00,Instagram,Video,Festive/Seasonal,47408,33337,8727,1052,770,240.0,463
POST_0971,2023-03-22 21:44:00,Instagram,Video,Behind the Scenes,71525,52337,12974,2218,1149,1034.0,558
POST_0972,2023-05-03 12:48:00,Facebook,Image,Behind the Scenes,8228,6601,836,72,39,0.0,221
POST_0973,2023-03-30 16:14:00,Facebook,Story,Promotion/Sale,6450,5096,450,43,32,0.0,140
POST_0974,2023-10-10 19:27:00,Twitter,Carousel,Product Launch,15289,12385,1354,82,51,,207
POST_0975,2023-02-08 08:41:00,Instagram,Story,Product Launch,35141,29773,1824,187,104,57.0,352
POST_0976,2023-03-22 08:05:00,Facebook,Story,Promotion/Sale,16771,15048,722,40,61,0.0,264
POST_0977,2023-01-02 02:45:00,Instagram,Image,Promotion/Sale,22461,16895,1884,208,139,88.0,264
POST_0978,2023-07-29 19:06:00,Twitter,Video,Behind the Scenes,29804,23311,6843,996,523,0.0,312
POST_0979,2023-08-19 16:00:00,Twitter,Carousel,Behind the Scenes,10444,9190,734,115,23,0.0,193
POST_0980,2023-12-19 07:13:00,Instagram,Image,Festive/Seasonal,43271,29728,3556,181,148,195.0,934
POST_0981,2023-11-01 19:30:00,Instagram,Carousel,Tutorial,57334,42919,3098,203,208,187.0,966
POST_0982,2023-08-29 20:04:00,Facebook,Story,Promotion/Sale,21183,16532,683,51,60,0.0,524
POST_0983,2023-05-30 01:08:00,Facebook,Reel,Product Launch,17097,13593,4885,447,375,0.0,212
POST_0984,2023-01-17 21:37:00,Instagram,Reel,Product Launch,70035,51413,9360,849,397,693.0,1126
POST_0985,2023-04-29 10:14:00,Facebook,Image,Tutorial,6476,5414,764,81,68,0.0,146
POST_0986,2023-05-28 20:33:00,Facebook,Video,Tutorial,18909,15555,3531,475,325,0.0,361
POST_0987,2023-12-28 21:43:00,Instagram,Video,Behind the Scenes,73067,58512,10820,1924,830,244.0,1158
POST_0988,2023-05-25 01:28:00,Facebook,Reel,Product Launch,29156,19362,2596,281,138,0.0,448
POST_0989,2023-12-26 20:00:00,Instagram,Image,User Generated Content,31732,24707,1660,151,118,40.0,356
POST_0990,2023-08-21 19:00:00,Instagram,Text,User Generated Content,6621,5648,339,50,27,20.0,137
POST_0991,2023-02-06 06:44:00,Twitter,Reel,Tutorial,13412,11326,2900,279,143,0.0,331
POST_0992,2023-12-18 19:21:00,Instagram,Image,Festive/Seasonal,38050,33017,2669,400,184,194.0,852
POST_0993,2023-04-30 20:52:00,Twitter,Story,Product Launch,16083,14332,591,33,56,0.0,371
POST_0994,2023-05-16 08:07:00,Facebook,Text,Behind the Scenes,12841,9895,281,42,23,0.0,191
POST_0995,2023-11-17 01:55:00,Instagram,Reel,Product Launch,20154,17539,3397,431,324,206.0,393
POST_0996,2023-10-29 08:27:00,Instagram,Image,Product Launch,33425,24600,1835,329,151,107.0,508
POST_0997,2023-12-05 14:44:00,Instagram,Video,Product Launch,72419,62294,7443,727,346,348.0,758
POST_0998,2023-04-12 21:08:00,Instagram,Story,User Generated Content,37283,26314,2694,283,266,143.0,997
POST_0999,2023-08-06 08:30:00,Instagram,Image,User Generated Content,44481,34944,3446,235,103,236.0,441
POST_1000,2023-02-28 11:04:00,Twitter,Reel,Behind the Scenes,12075,10609,1924,262,68,0.0,298
POST_1001,2023-10-06 15:14:00,Instagram,Image,Promotion/Sale,11101,8501,897,64,73,34.0,253
POST_1002,2023-04-26 13:24:00,Instagram,Video,Product Launch,26684,21935,3086,324,145,200.0,391
POST_1003,2023-11-28 21:05:00,Twitter,Carousel,Product Launch,8941,6686,1168,158,86,0.0,123
POST_1004,2023-03-18 04:46:00,Instagram,Video,Promotion/Sale,19855,13416,3663,423,291,127.0,264
POST_1005,2023-05-17 12:51:00,Twitter,Image,Behind the Scenes,14569,11357,1041,56,95,0.0,118
POST_1006,2023-03-14 07:06:00,Facebook,Carousel,User Generated Content,41080,31726,3846,654,121,0.0,870
POST_1007,2023-02-06 20:06:00,Facebook,Reel,Tutorial,34640,28164,8847,443,845,0.0,420
POST_1008,2023-01-31 08:20:00,Facebook,Image,Festive/Seasonal,14421,10323,532,35,52,0.0,200
POST_1009,2023-03-26 18:23:00,Twitter,Reel,Promotion/Sale,10218,6695,1239,71,46,0.0,153
POST_1010,2023-06-07 15:56:00,Instagram,Carousel,User Generated Content,14616,11385,1235,212,115,66.0,234
POST_1011,2023-11-01 18:19:00,Facebook,Video,User Generated Content,19311,14732,4477,773,239,0.0,395
POST_1012,2023-10-19 00:08:00,Facebook,Image,Product Launch,2926,2048,179,13,16,0.0,30
POST_1013,2023-05-28 08:24:00,Instagram,Image,Promotion/Sale,53856,40164,5278,653,320,126.0,961
POST_1014,2023-08-13 08:49:00,Facebook,Image,Promotion/Sale,22676,18223,2330,266,89,0.0,189
POST_1015,2023-03-05 16:52:00,Facebook,Reel,User Generated Content,38581,27930,7119,745,418,0.0,473
POST_1016,2023-08-28 06:48:00,Twitter,Image,Promotion/Sale,2089,1460,77,5,2,0.0,42
POST_1017,2023-12-19 14:55:00,Facebook,Video,Festive/Seasonal,26029,16973,5091,275,487,0.0,623
POST_1018,2023-06-05 15:08:00,Facebook,Video,Behind the Scenes,16748,13162,3401,341,256,0.0,149
POST_1019,2023-12-25 09:41:00,Instagram,Video,Promotion/Sale,73815,64363,8717,1368,389,380.0,1254
POST_1020,2023-07-26 10:43:00,Facebook,Reel,Product Launch,17970,12356,3174,489,193,0.0,305
POST_1021,2023-05-20 08:09:00,Instagram,Image,Promotion/Sale,32684,23350,3104,388,141,112.0,796
POST_1022,2023-09-14 09:04:00,Instagram,Carousel,Festive/Seasonal,23793,21366,1939,297,111,96.0,778
POST_1023,2023-10-04 03:33:00,Twitter,Story,Festive/Seasonal,1959,1274,68,9,2,0.0,17
POST_1024,2023-09-10 23:36:00,Facebook,Reel,Festive/Seasonal,11055,8976,2785,203,99,0.0,342
POST_1025,2023-08-13 12:00:00,Instagram,Story,Tutorial,27649,23311,1122,175,94,62.0,468
POST_1026,2023-02-11 21:39:00,Instagram,Reel,Promotion/Sale,52511,35732,9236,1164,509,448.0,746
POST_1027,2023-11-03 00:41:00,Twitter,Story,Behind the Scenes,2435,1814,83,10,6,0.0,68
